index,word,ort,pho,wf,wn_idx,adjusted_wf
469,broiled,_broiled__,brOld__,10.0,491.0,10.0
470,broils,_broils___,brOlz__,1.0,492.0,1.0
471,broke,_bro_ke___,brok___,1956.0,493.0,1956.0
472,bronx,_bro_nx___,branks_,275.0,494.0,275.0
473,bronze,_bro_nze__,branz__,144.0,495.0,144.0
474,brooch,_brooch___,broC___,8.0,496.0,8.0
475,brood,_brood____,brud___,24.0,497.0,24.0
476,broods,_broods___,brudz__,4.0,498.0,4.0
477,brook,_brook____,brUk___,281.0,499.0,281.0
478,brooks,_brooks___,brUks__,707.0,500.0,707.0
479,broom,_broom____,brum___,44.0,501.0,44.0
480,brooms,_brooms___,brumz__,15.0,502.0,15.0
481,broth,_bro_th___,braT___,7.0,503.0,7.0
482,broths,_bro_ths__,braTs__,0.0,504.0,0.0
483,brought,_brought__,brat___,5436.0,505.0,5436.0
484,brow,_brow_____,brW____,27.0,506.0,27.0
485,brown,_brown____,brWn___,3173.0,507.0,3173.0
486,brows,_brows____,brWz___,6.0,508.0,6.0
487,bruise,_bruise___,bruz___,10.0,509.0,10.0
488,brunch,_bru_nch__,br^nC__,28.0,510.0,28.0
489,brunt,_bru_nt___,br^nt__,145.0,511.0,145.0
490,brush,_bru_sh___,br^S___,264.0,513.0,264.0
491,brushed,_bru_shed_,br^St__,85.0,514.0,85.0
493,brute,_bru_te___,brut___,33.0,515.0,33.0
494,brutes,_bru_tes__,bruts__,3.0,516.0,3.0
495,buck,__bu_ck___,_b^k___,417.0,517.0,417.0
496,bucks,__bu_cks__,_b^ks__,224.0,518.0,224.0
497,bud,__bu_d____,_b^d___,242.0,519.0,242.0
498,budge,__bu_dge__,_b^J___,93.0,520.0,93.0
499,budged,__bu_dged_,_b^Jd__,83.0,521.0,83.0
500,buds,__bu_ds___,_b^dz__,30.0,522.0,30.0
501,buff,__bu_ff___,_b^f___,74.0,523.0,74.0
502,bug,__bu_g____,_b^g___,139.0,524.0,139.0
503,bugs,__bu_gs___,_b^gz__,157.0,525.0,157.0
504,build,__build___,_bIld__,5376.0,526.0,5376.0
505,builds,__builds__,_bIldz_,499.0,527.0,499.0
506,built,__built___,_bIlt__,4603.0,528.0,4603.0
507,bulb,__bu_lb___,_b^lb__,111.0,529.0,111.0
508,bulbs,__bu_lbs__,_b^lbz_,151.0,530.0,151.0
509,bulge,__bu_lge__,_b^lJ__,68.0,531.0,68.0
510,bulged,__bu_lged_,_b^lJd_,8.0,532.0,8.0
511,bulk,__bu_lk___,_b^lk__,1205.0,533.0,1205.0
512,bulks,__bu_lks__,_b^lks_,0.0,534.0,0.0
513,bull,__bu_ll___,_bUl___,1391.0,535.0,1391.0
514,bulls,__bu_lls__,_bUlz__,374.0,536.0,374.0
515,bum,__bu_m____,_b^m___,84.0,537.0,84.0
516,bump,__bu_mp___,_b^mp__,95.0,538.0,95.0
517,bumped,__bu_mped_,_b^mpt_,93.0,539.0,93.0
518,bumps,__bu_mps__,_b^mps_,70.0,540.0,70.0
519,bums,__bu_ms___,_b^mz__,21.0,541.0,21.0
520,bun,__bu_n____,_b^n___,23.0,542.0,23.0
521,bunch,__bu_nch__,_b^nC__,483.0,543.0,483.0
522,bunk,__bu_nk___,_b^nk__,41.0,545.0,41.0
523,bunks,__bu_nks__,_b^nks_,6.0,546.0,6.0
524,buns,__bu_ns___,_b^nz__,23.0,547.0,23.0
525,bunt,__bu_nt___,_b^nt__,12.0,548.0,12.0
526,bunts,__bu_nts__,_b^nts_,2.0,549.0,2.0
527,burl,__bu_rl___,_b^rl__,5.0,551.0,5.0
528,burls,__bu_rls__,_b^rlz_,0.0,552.0,0.0
529,burn,__bu_rn___,_b^rn__,386.0,553.0,386.0
530,burned,__bu_rned_,_b^rnd_,548.0,554.0,548.0
531,burns,__bu_rns__,_b^rnz_,749.0,555.0,749.0
532,burp,__bu_rp___,_b^rp__,10.0,556.0,10.0
533,burps,__bu_rps__,_b^rps_,6.0,557.0,6.0
534,burr,__bu_rr___,_b^r___,66.0,558.0,66.0
535,burrs,__bu_rrs__,_b^rz__,0.0,559.0,0.0
536,burst,__bu_rst__,_b^rst_,373.0,561.0,373.0
537,bus,__bu_s____,_b^s___,1045.0,562.0,1045.0
538,bush,__bu_sh___,_bUS___,8190.0,563.0,8190.0
539,bust,__bu_st___,_b^st__,375.0,565.0,375.0
540,busts,__bu_sts__,_b^sts_,31.0,566.0,31.0
541,but,__bu_t____,_b^t___,174118.0,567.0,174118.0
542,butch,__bu_tch__,_bUtC__,22.0,568.0,22.0
543,butt,__bu_tt___,_b^t___,76.0,569.0,76.0
544,butts,__bu_tts__,_b^ts__,38.0,570.0,38.0
545,buy,__buy_____,_bA____,28793.0,571.0,28793.0
546,buys,__buys____,_bAz___,1094.0,572.0,1094.0
547,buzz,__bu_zz___,_b^z___,76.0,573.0,76.0
548,buzzed,__bu_zzed_,_b^zd__,15.0,574.0,15.0
549,by,__by______,_bA____,243832.0,575.0,243832.0
550,cab,__ca_b____,_k@b___,152.0,577.0,152.0
551,cabs,__ca_bs___,_k@bz__,39.0,578.0,39.0
552,cache,__ca_che__,_k@S___,71.0,579.0,71.0
553,cad,__ca_d____,_k@d___,53.0,580.0,53.0
554,cads,__ca_ds___,_k@dz__,0.0,582.0,0.0
555,cage,__ca_ge___,_keJ___,112.0,584.0,112.0
556,cake,__ca_ke___,_kek___,210.0,585.0,210.0
557,cakes,__ca_kes__,_keks__,75.0,586.0,75.0
558,calf,__ca_lf___,_k@lf__,70.0,587.0,70.0
559,call,__ca_ll___,_kal___,7333.0,588.0,7333.0
560,called,__ca_lled_,_kald__,18716.0,589.0,18716.0
561,calls,__ca_lls__,_kalz__,7914.0,590.0,7914.0
562,calm,__ca_lm___,_kam___,696.0,591.0,696.0
563,calve,__ca_lve__,_k@v___,0.0,592.0,0.0
564,calves,__ca_lves_,_k@vz__,45.0,593.0,45.0
565,cam,__ca_m____,_k@m___,96.0,594.0,96.0
566,came,__ca_me___,_kem___,10386.0,595.0,10386.0
567,camp,__ca_mp___,_k@mp__,1301.0,596.0,1301.0
568,camps,__ca_mps__,_k@mps_,629.0,597.0,629.0
569,cams,__ca_ms___,_k@mz__,3.0,598.0,3.0
570,cane,__ca_ne___,_ken___,124.0,599.0,124.0
571,canes,__ca_nes__,_kenz__,9.0,600.0,9.0
572,cant,__ca_nt___,_k@nt__,15.0,601.0,15.0
573,cants,__ca_nts__,_k@nts_,0.0,602.0,0.0
574,cap,__ca_p____,_k@p___,1067.0,603.0,1067.0
575,cape,__ca_pe___,_kep___,288.0,604.0,288.0
576,capes,__ca_pes__,_keps__,8.0,605.0,8.0
577,caps,__ca_ps___,_k@ps__,295.0,606.0,295.0
578,car,__ca_r____,_kar___,8623.0,607.0,8623.0
579,card,__ca_rd___,_kard__,3178.0,608.0,3178.0
580,cards,__ca_rds__,_kardz_,1987.0,609.0,1987.0
581,care,__ca_re___,_kEr___,10293.0,610.0,10293.0
582,cared,__ca_red__,_kErd__,125.0,611.0,125.0
583,cares,__ca_res__,_kErz__,187.0,612.0,187.0
584,carp,__ca_rp___,_karp__,30.0,613.0,30.0
585,cars,__ca_rs___,_karz__,8665.0,614.0,8665.0
586,cart,__ca_rt___,_kart__,103.0,615.0,103.0
587,carts,__ca_rts__,_karts_,52.0,616.0,52.0
588,carve,__ca_rve__,_karv__,126.0,617.0,126.0
589,carved,__ca_rved_,_karvd_,183.0,618.0,183.0
590,carves,__ca_rves_,_karvz_,11.0,619.0,11.0
591,case,__ca_se___,_kes___,17629.0,620.0,17629.0
592,cash,__ca_sh___,_k@S___,18476.0,621.0,18476.0
593,cask,__ca_sk___,_k@sk__,10.0,622.0,10.0
594,casks,__ca_sks__,_k@sks_,6.0,623.0,6.0
595,casque,__ca_sque_,_k@sk__,0.0,624.0,0.0
596,cast,__ca_st___,_k@st__,1394.0,625.0,697.0
597,cast,__ca_st___,_k@st__,1394.0,626.0,697.0
598,caste,__ca_ste__,_k@st__,20.0,627.0,20.0
599,castes,__ca_stes_,_k@sts_,2.0,628.0,2.0
600,casts,__ca_sts__,_k@sts_,155.0,629.0,155.0
601,cat,__ca_t____,_k@t___,387.0,630.0,387.0
602,catch,__ca_tch__,_k@tC__,1168.0,631.0,1168.0
603,cats,__ca_ts___,_k@ts__,255.0,632.0,255.0
604,caught,__caught__,_kat___,1724.0,633.0,1724.0
605,caul,__caul____,_kal___,1.0,634.0,1.0
606,caulk,__caulk___,_kalk__,1.0,635.0,1.0
607,cause,__cause___,_kaz___,4671.0,636.0,4671.0
608,caused,__caused__,_kazd__,4947.0,637.0,4947.0
609,cave,__ca_ve___,_kev___,201.0,638.0,201.0
610,caves,__ca_ves__,_kevz__,87.0,639.0,87.0
611,caw,__caw_____,_ka____,34.0,640.0,34.0
612,cease,__cease___,_sis___,1043.0,643.0,1043.0
613,ceased,__ceased__,_sist__,222.0,644.0,222.0
614,cell,__ce_ll___,_sEl___,631.0,646.0,631.0
615,cells,__ce_lls__,_sElz__,1014.0,647.0,1014.0
616,celt,__ce_lt___,_sElt__,0.0,648.0,0.0
617,celts,__ce_lts__,_sElts_,11.0,649.0,11.0
618,cense,__ce_nse__,_sEns__,0.0,650.0,0.0
619,cent,__ce_nt___,_sEnt__,1228.0,651.0,1228.0
620,cents,__ce_nts__,_sEnts_,36130.0,652.0,36130.0
621,chafe,_cha_fe___,_Cef___,25.0,654.0,25.0
622,chafed,_cha_fed__,_Ceft__,44.0,655.0,44.0
623,chafes,_cha_fes__,_Cefs__,8.0,656.0,8.0
624,chain,_chain____,_Cen___,4547.0,658.0,4547.0
625,chains,_chains___,_Cenz__,1290.0,659.0,1290.0
626,chair,_chair____,_CEr___,427.0,660.0,427.0
627,chairs,_chairs___,_CErz__,367.0,661.0,367.0
628,chaise,_chaise___,_Sez___,7.0,662.0,7.0
629,chalk,_cha_lk___,_Calk__,77.0,663.0,77.0
630,chalks,_cha_lks__,_Calks_,7.0,664.0,7.0
631,champ,_cha_mp___,_C@mp__,112.0,665.0,112.0
632,champs,_cha_mps__,_C@mps_,41.0,666.0,41.0
633,chance,_cha_nce__,_C@ns__,4123.0,667.0,4123.0
634,change,_cha_nge__,_CenJ__,13304.0,668.0,13304.0
635,chant,_cha_nt___,_C@nt__,68.0,669.0,68.0
636,chants,_cha_nts__,_C@nts_,32.0,670.0,32.0
637,chap,_cha_p____,_C@p___,37.0,671.0,37.0
638,chaps,_cha_ps___,_C@ps__,11.0,672.0,11.0
639,char,_cha_r____,_Car___,8.0,673.0,8.0
640,charge,_cha_rge__,_CarJ__,9618.0,676.0,9618.0
641,charm,_cha_rm___,_Carm__,272.0,677.0,272.0
642,charms,_cha_rms__,_Carmz_,29.0,678.0,29.0
643,charred,_cha_rred_,_Card__,34.0,679.0,34.0
644,chars,_cha_rs___,_Carz__,0.0,680.0,0.0
645,chart,_cha_rt___,_Cart__,494.0,681.0,494.0
646,charts,_cha_rts__,_Carts_,363.0,682.0,363.0
647,chase,_cha_se___,_Ces___,2116.0,683.0,2116.0
648,chaste,_cha_ste__,_Cest__,0.0,684.0,0.0
649,chat,_cha_t____,_C@t___,159.0,685.0,159.0
650,chats,_cha_ts___,_C@ts__,45.0,686.0,45.0
651,cheap,_cheap____,_Cip___,1333.0,689.0,1333.0
652,cheat,_cheat____,_Cit___,136.0,690.0,136.0
653,cheats,_cheats___,_Cits__,41.0,691.0,41.0
654,check,_che_ck___,_CEk___,1959.0,692.0,1959.0
655,checked,_che_cked_,_CEkt__,318.0,693.0,318.0
656,checks,_che_cks__,_CEks__,1115.0,694.0,1115.0
657,cheek,_cheek____,_Cik___,154.0,695.0,154.0
658,cheeks,_cheeks___,_Ciks__,39.0,696.0,39.0
659,cheep,_cheep____,_Cip___,0.0,697.0,0.0
660,cheeps,_cheeps___,_Cips__,0.0,698.0,0.0
661,cheer,_cheer____,_Cir___,181.0,699.0,181.0
662,cheers,_cheers___,_Cirz__,142.0,700.0,142.0
663,cheese,_cheese___,_Ciz___,325.0,701.0,325.0
664,chef,_che_f____,_SEf___,157.0,702.0,157.0
665,chefs,_che_fs___,_SEfs__,58.0,703.0,58.0
666,chess,_che_ss___,_CEs___,187.0,706.0,187.0
667,chest,_che_st___,_CEst__,386.0,707.0,386.0
668,chests,_che_sts__,_CEsts_,44.0,708.0,44.0
669,chew,_chew_____,_Cu____,76.0,709.0,76.0
670,chewed,_chewed___,_Cud___,37.0,710.0,37.0
671,chews,_chews____,_Cuz___,9.0,711.0,9.0
672,chic,_chi_c____,_Sik___,131.0,713.0,131.0
673,chick,_chi_ck___,_CIk___,22.0,714.0,22.0
674,chicks,_chi_cks__,_CIks__,22.0,715.0,22.0
675,chide,_chi_de___,_CAd___,8.0,716.0,8.0
676,child,_chi_ld___,_CAld__,3095.0,717.0,3095.0
677,chill,_chi_ll___,_CIl___,154.0,718.0,154.0
678,chills,_chi_lls__,_CIlz__,31.0,719.0,31.0
679,chime,_chi_me___,_CAm___,13.0,720.0,13.0
680,chimes,_chi_mes__,_CAmz__,48.0,721.0,48.0
681,chimp,_chi_mp___,_CImp__,23.0,722.0,23.0
682,chimps,_chi_mps__,_CImps_,28.0,723.0,28.0
683,chin,_chi_n____,_CIn___,112.0,724.0,112.0
684,chink,_chi_nk___,_CInk__,8.0,727.0,8.0
685,chinked,_chi_nked_,_CInkt_,0.0,728.0,0.0
686,chinks,_chi_nks__,_CInks_,14.0,729.0,14.0
687,chins,_chi_ns___,_CInz__,5.0,730.0,5.0
688,chip,_chi_p____,_CIp___,3376.0,731.0,3376.0
689,chips,_chi_ps___,_CIps__,2486.0,732.0,2486.0
690,chirp,_chi_rp___,_C^rp__,11.0,733.0,11.0
691,chirped,_chi_rped_,_C^rpt_,3.0,734.0,3.0
692,chirps,_chi_rps__,_C^rps_,10.0,735.0,10.0
693,chit,_chi_t____,_CIt___,15.0,736.0,15.0
694,chits,_chi_ts___,_CIts__,4.0,737.0,4.0
695,chive,_chi_ve___,_CAv___,0.0,738.0,0.0
696,chives,_chi_ves__,_CAvz__,1.0,739.0,1.0
697,choice,_choice___,_COs___,3184.0,743.0,3184.0
698,choir,_choir____,kwAr___,97.0,744.0,97.0
699,choirs,_choirs___,kwArz__,10.0,745.0,10.0
700,choke,_cho_ke___,_Cok___,164.0,746.0,164.0
701,choked,_cho_ked__,_Cokt__,75.0,747.0,75.0
702,chokes,_cho_kes__,_Coks__,17.0,748.0,17.0
703,chomp,_cho_mp___,_Camp__,8.0,749.0,8.0
704,chomps,_cho_mps__,_Camps_,2.0,750.0,2.0
705,choose,_choose___,_Cuz___,1619.0,751.0,1619.0
706,chop,_cho_p____,_Cap___,58.0,752.0,58.0
707,chopped,_cho_pped_,_Capt__,83.0,753.0,83.0
708,chops,_cho_ps___,_Caps__,40.0,754.0,40.0
709,chord,_cho_rd___,_kord__,91.0,755.0,91.0
710,chords,_cho_rds__,_kordz_,34.0,756.0,34.0
711,chore,_cho_re___,_Cor___,67.0,757.0,67.0
712,chores,_cho_res__,_Corz__,121.0,758.0,121.0
713,chose,_cho_se___,_Coz___,1061.0,759.0,1061.0
714,chow,_chow_____,_CW____,26.0,760.0,26.0
715,chows,_chows____,_CWz___,0.0,761.0,0.0
716,christ,chri_st___,krAst__,165.0,762.0,165.0
717,christs,chri_sts__,krAsts_,0.0,763.0,0.0
718,chrome,chro_me___,krom___,53.0,764.0,53.0
719,chromes,chro_mes__,kromz__,0.0,765.0,0.0
720,chub,_chu_b____,_C^b___,1.0,766.0,1.0
721,chubs,_chu_bs___,_C^bz__,0.0,767.0,0.0
722,chuck,_chu_ck___,_C^k___,207.0,768.0,207.0
723,chucks,_chu_cks__,_C^ks__,1.0,769.0,1.0
724,chug,_chu_g____,_C^g___,11.0,770.0,11.0
725,chugged,_chu_gged_,_C^gd__,8.0,771.0,8.0
726,chugs,_chu_gs___,_C^gz__,3.0,772.0,3.0
727,chum,_chu_m____,_C^m___,31.0,773.0,31.0
728,chump,_chu_mp___,_C^mp__,9.0,774.0,9.0
729,chumps,_chu_mps__,_C^mps_,0.0,775.0,0.0
730,chums,_chu_ms___,_C^mz__,18.0,776.0,18.0
731,chunk,_chu_nk___,_C^nk__,464.0,777.0,464.0
732,chunks,_chu_nks__,_C^nks_,191.0,778.0,191.0
733,church,_chu_rch__,_C^rC__,2079.0,779.0,2079.0
734,churl,_chu_rl___,_C^rl__,2.0,780.0,2.0
735,churls,_chu_rls__,_C^rlz_,3.0,781.0,3.0
736,churn,_chu_rn___,_C^rn__,54.0,782.0,54.0
737,churned,_chu_rned_,_C^rnd_,44.0,783.0,44.0
738,churns,_chu_rns__,_C^rnz_,7.0,784.0,7.0
739,chute,_chu_te___,_Sut___,27.0,785.0,27.0
740,chutes,_chu_tes__,_Suts__,17.0,786.0,17.0
741,cinch,__ci_nch__,_sInC__,33.0,787.0,33.0
742,cite,__ci_te___,_sAt___,586.0,789.0,586.0
743,cites,__ci_tes__,_sAts__,620.0,790.0,620.0
744,clad,_cla_d____,kl@d___,161.0,791.0,161.0
745,claim,_claim____,klem___,3808.0,792.0,3808.0
746,claims,_claims___,klemz__,7136.0,793.0,7136.0
747,clam,_cla_m____,kl@m___,29.0,794.0,29.0
748,clamp,_cla_mp___,kl@mp__,79.0,795.0,79.0
749,clamped,_cla_mped_,kl@mpt_,36.0,796.0,36.0
750,clamps,_cla_mps__,kl@mps_,11.0,797.0,11.0
751,clams,_cla_ms___,kl@mz__,20.0,798.0,20.0
752,clan,_cla_n____,kl@n___,68.0,799.0,68.0
753,clang,_cla_ng___,kl@ng__,9.0,800.0,9.0
754,clangs,_cla_ngs__,kl@ngz_,2.0,801.0,2.0
755,clank,_cla_nk___,kl@nk__,3.0,802.0,3.0
756,clanked,_cla_nked_,kl@nkt_,2.0,803.0,2.0
757,clanks,_cla_nks__,kl@nks_,0.0,804.0,0.0
758,clans,_cla_ns___,kl@nz__,13.0,805.0,13.0
759,clap,_cla_p____,kl@p___,13.0,806.0,13.0
760,clapped,_cla_pped_,kl@pt__,4.0,807.0,4.0
761,claps,_cla_ps___,kl@ps__,7.0,808.0,7.0
762,clash,_cla_sh___,kl@S___,326.0,810.0,326.0
763,clasp,_cla_sp___,kl@sp__,7.0,811.0,7.0
764,clasped,_cla_sped_,kl@spt_,10.0,812.0,10.0
765,clasps,_cla_sps__,kl@sps_,1.0,813.0,1.0
766,class,_cla_ss___,kl@s___,8670.0,814.0,8670.0
767,clause,_clause___,klaz___,669.0,815.0,669.0
768,claw,_claw_____,kla____,18.0,816.0,18.0
769,claws,_claws____,klaz___,24.0,817.0,24.0
770,clay,_clay_____,kle____,290.0,818.0,290.0
771,clays,_clays____,klez___,49.0,819.0,49.0
772,clean,_clean____,klin___,1737.0,820.0,1737.0
773,cleaned,_cleaned__,klind__,160.0,821.0,160.0
774,cleans,_cleans___,klinz__,31.0,822.0,31.0
775,cleanse,_cleanse__,klEnz__,26.0,823.0,26.0
776,cleansed,_cleansed_,klEnzd_,12.0,824.0,12.0
777,clear,_clear____,klir___,7829.0,825.0,7829.0
778,cleat,_cleat____,klit___,1.0,826.0,1.0
779,cleats,_cleats___,klits__,2.0,827.0,2.0
780,cleave,_cleave___,kliv___,5.0,828.0,5.0
781,cleaves,_cleaves__,klivz__,7.0,829.0,7.0
782,clef,_cle_f____,klEf___,2.0,830.0,2.0
783,cleft,_cle_ft___,klEft__,4.0,831.0,4.0
784,clefts,_cle_fts__,klEfts_,1.0,832.0,1.0
785,clench,_cle_nch__,klEnC__,2.0,833.0,2.0
786,clenched,_cle_nched,klEnCt_,21.0,834.0,21.0
787,clerk,_cle_rk___,kl^rk__,471.0,835.0,471.0
788,clerks,_cle_rks__,kl^rks_,275.0,836.0,275.0
789,click,_cli_ck___,klIk___,50.0,837.0,50.0
790,clicked,_cli_cked_,klIkt__,15.0,838.0,15.0
791,clicks,_cli_cks__,klIks__,27.0,839.0,27.0
792,cliff,_cli_ff___,klIf___,212.0,840.0,212.0
793,cliffs,_cli_ffs__,klIfs__,432.0,841.0,432.0
794,climb,_cli_mb___,klAm___,1028.0,842.0,1028.0
795,climbed,_cli_mbed_,klAmd__,3391.0,843.0,3391.0
796,climbs,_cli_mbs__,klAmz__,96.0,844.0,96.0
797,clime,_cli_me___,klAm___,4.0,845.0,4.0
798,climes,_cli_mes__,klAmz__,16.0,846.0,16.0
799,clinch,_cli_nch__,klInC__,33.0,847.0,33.0
800,clinched,_cli_nched,klInCt_,46.0,848.0,46.0
801,cling,_cli_ng___,klIng__,98.0,849.0,98.0
802,clings,_cli_ngs__,klIngz_,37.0,850.0,37.0
803,clink,_cli_nk___,klInk__,6.0,851.0,6.0
804,clinked,_cli_nked_,klInkt_,1.0,852.0,1.0
805,clinks,_cli_nks__,klInks_,1.0,853.0,1.0
806,clip,_cli_p____,klIp___,230.0,854.0,230.0
807,clips,_cli_ps___,klIps__,119.0,855.0,119.0
808,clique,_cli_que__,klIk___,49.0,856.0,49.0
809,cliques,_cli_ques_,klIks__,7.0,857.0,7.0
810,cloak,_cloak____,klok___,47.0,858.0,47.0
811,cloaks,_cloaks___,kloks__,5.0,859.0,5.0
812,clock,_clo_ck___,klak___,493.0,860.0,493.0
813,clocks,_clo_cks__,klaks__,71.0,861.0,71.0
814,clod,_clo_d____,klad___,2.0,862.0,2.0
815,clods,_clo_ds___,kladz__,4.0,863.0,4.0
816,clog,_clo_g____,klag___,41.0,864.0,41.0
817,clogged,_clo_gged_,klagd__,100.0,865.0,100.0
818,clogs,_clo_gs___,klagz__,12.0,866.0,12.0
819,clone,_clo_ne___,klon___,303.0,867.0,303.0
820,clones,_clo_nes__,klonz__,316.0,868.0,316.0
821,clop,_clo_p____,klap___,0.0,869.0,0.0
822,close,_clo_se___,klos___,17723.0,870.0,8861.5
823,close,_clo_se___,klos___,17723.0,871.0,8861.5
824,closed,_clo_sed__,klozd__,24570.0,872.0,12285.0
825,closed,_clo_sed__,klozd__,24570.0,873.0,12285.0
826,clot,_clo_t____,klat___,282.0,874.0,282.0
827,cloth,_clo_th___,klaT___,106.0,875.0,106.0
828,clothe,_clo_the__,kloD___,1.0,876.0,1.0
829,clothed,_clo_thed_,kloDd__,31.0,877.0,31.0
830,clothes,_clo_thes_,kloDz__,813.0,878.0,813.0
831,cloths,_clo_ths__,klaTs__,5.0,879.0,5.0
832,clots,_clo_ts___,klats__,140.0,880.0,140.0
833,cloud,_cloud____,klWd___,426.0,881.0,426.0
834,clouds,_clouds___,klWdz__,209.0,882.0,209.0
835,clout,_clout____,klWt___,562.0,883.0,562.0
836,clouts,_clouts___,klWts__,0.0,884.0,0.0
837,clove,_clo_ve___,klov___,7.0,885.0,7.0
838,clown,_clown____,klWn___,55.0,886.0,55.0
839,clowns,_clowns___,klWnz__,24.0,887.0,24.0
840,cloy,_cloy_____,klO____,0.0,888.0,0.0
841,club,_clu_b____,kl^b___,2389.0,889.0,2389.0
842,clubs,_clu_bs___,kl^bz__,752.0,890.0,752.0
843,cluck,_clu_ck___,kl^k___,7.0,891.0,7.0
844,clucks,_clu_cks__,kl^ks__,7.0,892.0,7.0
845,clue,_clue_____,klu____,163.0,893.0,163.0
846,clues,_clues____,kluz___,328.0,894.0,328.0
847,clump,_clu_mp___,kl^mp__,19.0,895.0,19.0
848,clumps,_clu_mps__,kl^mps_,26.0,896.0,26.0
849,clung,_clu_ng___,kl^ng__,59.0,897.0,59.0
850,clunk,_clu_nk___,kl^nk__,0.0,898.0,0.0
851,clutch,_clu_tch__,kl^tC__,44.0,899.0,44.0
852,clutched,_clu_tched,kl^tCt_,14.0,900.0,14.0
853,coach,__coach___,_koC___,701.0,901.0,701.0
854,coal,__coal____,_kol___,2538.0,902.0,2538.0
855,coals,__coals___,_kolz__,21.0,903.0,21.0
856,coarse,__coarse__,_kors__,44.0,904.0,44.0
857,coast,__coast___,_kost__,2540.0,905.0,2540.0
858,coasts,__coasts__,_kosts_,119.0,906.0,119.0
859,coat,__coat____,_kot___,270.0,907.0,270.0
860,coats,__coats___,_kots__,256.0,908.0,256.0
861,coax,__coax____,_koks__,73.0,909.0,73.0
862,coaxed,__coaxed__,_kokst_,35.0,910.0,35.0
863,cob,__co_b____,_kab___,12.0,911.0,12.0
864,cobs,__co_bs___,_kabz__,1.0,912.0,1.0
865,cock,__co_ck___,_kak___,8.0,913.0,8.0
866,cocked,__co_cked_,_kakt__,11.0,914.0,11.0
867,cocks,__co_cks__,_kaks__,5.0,915.0,5.0
868,cod,__co_d____,_kad___,70.0,916.0,70.0
869,code,__co_de___,_kod___,2480.0,917.0,2480.0
870,codes,__co_des__,_kodz__,291.0,918.0,291.0
871,cods,__co_ds___,_kadz__,0.0,919.0,0.0
872,cog,__co_g____,_kag___,17.0,920.0,17.0
873,cogs,__co_gs___,_kagz__,4.0,921.0,4.0
874,coif,__coif____,kwaf___,1.0,922.0,1.0
875,coifs,__coifs___,kwafs__,2.0,923.0,2.0
876,coil,__coil____,_kOl___,51.0,924.0,51.0
877,coils,__coils___,_kOlz__,61.0,925.0,61.0
878,coin,__coin____,_kOn___,467.0,926.0,467.0
879,coins,__coins___,_kOnz__,521.0,927.0,521.0
880,coke,__co_ke___,_kok___,760.0,929.0,760.0
881,cokes,__co_kes__,_koks__,15.0,930.0,15.0
882,cold,__co_ld___,_kold__,1456.0,931.0,1456.0
883,colt,__co_lt___,_kolt__,207.0,934.0,207.0
884,colts,__co_lts__,_kolts_,28.0,935.0,28.0
885,comb,__co_mb___,_kom___,172.0,936.0,172.0
886,combs,__co_mbs__,_komz__,42.0,937.0,42.0
887,come,__co_me___,_k^m___,12950.0,938.0,12950.0
888,comes,__co_mes__,_k^mz__,5181.0,939.0,5181.0
889,con,__co_n____,_kan___,202.0,940.0,202.0
890,cone,__co_ne___,_kon___,213.0,943.0,213.0
891,cones,__co_nes__,_konz__,40.0,944.0,40.0
892,conk,__co_nk___,_kank__,2.0,945.0,2.0
893,conks,__co_nks__,_kanks_,1.0,946.0,1.0
894,cons,__co_ns___,_kanz__,38.0,947.0,38.0
895,coo,__coo_____,_ku____,4.0,948.0,4.0
896,cooed,__cooed___,_kud___,3.0,949.0,3.0
897,cook,__cook____,_kUk___,687.0,950.0,687.0
898,cooked,__cooked__,_kUkt__,146.0,951.0,146.0
899,cooks,__cooks___,_kUks__,60.0,952.0,60.0
900,cool,__cool____,_kul___,770.0,953.0,770.0
901,cooled,__cooled__,_kuld__,267.0,954.0,267.0
902,cools,__cools___,_kulz__,45.0,955.0,45.0
903,coon,__coon____,_kun___,8.0,956.0,8.0
904,coons,__coons___,_kunz__,13.0,957.0,13.0
905,coop,__coop____,_kup___,24.0,958.0,24.0
906,coops,__coops___,_kups__,3.0,959.0,3.0
907,coos,__coos____,_kuz___,13.0,960.0,13.0
908,coot,__coot____,_kut___,3.0,961.0,3.0
909,coots,__coots___,_kuts__,4.0,962.0,4.0
910,cop,__co_p____,_kap___,295.0,963.0,295.0
911,cope,__co_pe___,_kop___,531.0,964.0,531.0
912,coped,__co_ped__,_kopt__,34.0,965.0,34.0
913,copes,__co_pes__,_kops__,12.0,966.0,12.0
914,cops,__co_ps___,_kaps__,144.0,967.0,144.0
915,copse,__co_pse__,_kaps__,0.0,968.0,0.0
916,cord,__co_rd___,_kord__,66.0,969.0,66.0
917,cords,__co_rds__,_kordz_,10.0,970.0,10.0
918,core,__co_re___,_kor___,2077.0,971.0,2077.0
919,cores,__co_res__,_korz__,17.0,972.0,17.0
920,cork,__co_rk___,_kork__,61.0,973.0,61.0
921,corks,__co_rks__,_korks_,19.0,974.0,19.0
922,corn,__co_rn___,_korn__,2788.0,976.0,2788.0
923,corns,__co_rns__,_kornz_,3.0,977.0,3.0
924,corps,__co_rps__,_kor___,553.0,978.0,276.5
