,word,ort,pho,wf,sfi,d,u,f,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
128,basked,__ba_sked_,__b@skt___,10.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,133
129,basks,__ba_sks__,__b@sks___,1.0,26.70000076,0.295399994,0.047200002000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,134
130,bast,__ba_st___,__b@st____,4.0,24.79999924,0.127200007,0.030200001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,137
131,baste,__ba_ste__,__best____,0.0,30.79999924,0.267699987,0.119800001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,138
132,bastes,__ba_stes_,__bests___,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,139
133,bat,__ba_t____,__b@t_____,1468.0,52.20000076,0.761799991,16.0,352.0,51.0,32.0,22.0,20.0,22.0,19.0,17.0,13.0,12.0,7.0,4.0,3.0,2.0,352.0,6.2,140
134,batch,__ba_tch__,__b@tC____,182.0,45.40000153,0.522899985,3.0,101.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0,101.0,3.8,141
135,bate,__ba_te___,__bet_____,1.0,25.10000038,0.0,0.032600001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,142
136,bath,__ba_th___,__b@T_____,272.0,52.5,0.8654000159999999,17.0,340.0,26.0,31.0,24.0,18.0,15.0,15.0,15.0,16.0,13.0,12.0,12.0,12.0,8.0,340.0,6.0,143
137,bathe,__ba_the__,__beD_____,17.0,44.59999847,0.679799974,2.0,66.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,66.0,4.5,144
138,bathed,__ba_thed_,__beDd____,34.0,46.70000076,0.6434000129999999,4.0,109.0,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,7.0,6.0,4.0,0.0,109.0,4.193220934316819,145
139,bathes,__ba_thes_,__beDz____,7.0,37.40000153,0.613099992,0.555599988,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.193220934316819,146
140,baths,__ba_ths__,__b@Dz____,47.0,46.79999924,0.735899985,4.0,103.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,3.0,103.0,4.193220934316819,147
141,bats,__ba_ts___,__b@ts____,79.0,49.79999924,0.5838000179999999,9.0,242.0,20.0,7.0,7.0,7.0,12.0,14.0,17.0,14.0,14.0,11.0,8.0,4.0,1.0,242.0,4.193220934316819,148
142,bawl,__bawl____,__bal_____,0.0,34.5,0.27829998699999997,0.278800011,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.6,149
143,bawled,__bawled__,__bald____,0.0,40.20000076,0.309199989,1.0,36.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,4.193220934316819,150
144,bawls,__bawls___,__balz____,2.0,29.10000038,0.0,0.081299998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,151
145,bay,__bay_____,__be______,1452.0,56.0,0.6744999890000001,39.0,910.0,5.0,26.0,30.0,36.0,51.0,54.0,49.0,45.0,48.0,47.0,43.0,38.0,16.0,910.0,5.2,152
146,bays,__bays____,__bez_____,66.0,46.09999847,0.640500009,4.0,98.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,8.0,7.0,5.0,3.0,2.0,1.0,98.0,4.193220934316819,153
147,be,__be______,__bi______,203275.0,77.19999695,0.97329998,5272.0,93088.0,3366.0,3618.0,4161.0,4229.0,4474.0,4604.0,4753.0,4898.0,5068.0,5500.0,5719.0,6176.0,6741.0,93088.0,1.3,154
148,beach,__beach___,__biC_____,1691.0,57.70000076,0.799700022,58.0,1194.0,82.0,81.0,83.0,93.0,87.0,72.0,61.0,51.0,46.0,37.0,35.0,29.0,7.0,1194.0,6.5,155
149,bead,__bead____,__bid_____,12.0,41.90000153,0.377700001,1.0,54.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,54.0,6.0,156
150,beads,__beads___,__bidz____,77.0,50.70000076,0.833700001,11.0,234.0,1.0,7.0,11.0,10.0,12.0,15.0,15.0,13.0,13.0,12.0,11.0,8.0,4.0,234.0,4.193220934316819,157
151,beak,__beak____,__bik_____,10.0,48.20000076,0.5121999979999999,6.0,180.0,6.0,7.0,9.0,10.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,1.0,180.0,5.2,158
152,beaks,__beaks___,__biks____,3.0,42.0,0.40849998600000004,1.0,51.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,51.0,4.193220934316819,159
153,beam,__beam____,__bim_____,267.0,53.5,0.6728000040000001,22.0,537.0,8.0,8.0,11.0,14.0,15.0,17.0,17.0,22.0,24.0,29.0,29.0,36.0,21.0,537.0,4.6,160
154,beams,__beams___,__bimz____,142.0,51.0,0.8014000059999999,12.0,259.0,3.0,6.0,8.0,9.0,12.0,11.0,12.0,11.0,12.0,14.0,14.0,14.0,6.0,259.0,4.193220934316819,161
155,bean,__bean____,__bin_____,200.0,50.29999924,0.740700006,10.0,231.0,21.0,24.0,17.0,15.0,8.0,7.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,231.0,6.6,162
156,beans,__beans___,__binz____,301.0,54.79999924,0.762899995,30.0,635.0,44.0,57.0,46.0,42.0,34.0,25.0,28.0,27.0,25.0,23.0,24.0,20.0,6.0,635.0,4.193220934316819,163
157,bear,__bear____,__bEr_____,3520.0,60.90000153,0.7342000009999999,122.0,2641.0,902.0,320.0,165.0,134.0,98.0,88.0,85.0,81.0,73.0,69.0,63.0,57.0,30.0,2641.0,6.7,164
158,beard,__beard___,__bird____,210.0,51.40000153,0.624599993,13.0,327.0,4.0,13.0,17.0,19.0,20.0,16.0,14.0,13.0,11.0,9.0,9.0,8.0,1.0,327.0,6.3,165
159,beards,__beards__,__birdz___,20.0,42.59999847,0.618900001,1.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,44.0,4.193220934316819,166
160,bears,__bears___,__bErz____,740.0,54.70000076,0.7885000109999999,29.0,608.0,93.0,52.0,37.0,30.0,23.0,24.0,25.0,23.0,28.0,28.0,24.0,25.0,12.0,608.0,4.193220934316819,167
161,beast,__beast___,__bist____,96.0,51.0,0.551699996,12.0,325.0,26.0,13.0,12.0,11.0,14.0,13.0,14.0,13.0,12.0,13.0,13.0,9.0,2.0,325.0,5.6,168
162,beasts,__beasts__,__bists___,42.0,50.0,0.514199972,9.0,268.0,3.0,3.0,10.0,11.0,13.0,12.0,13.0,13.0,11.0,11.0,10.0,9.0,3.0,268.0,4.193220934316819,169
163,beat,__beat____,__bit_____,1315.0,57.29999924,0.862399995,53.0,1032.0,65.0,85.0,84.0,76.0,62.0,52.0,52.0,46.0,41.0,40.0,38.0,27.0,13.0,1032.0,3.4,170
164,beats,__beats___,__bits____,117.0,48.0,0.601899981,6.0,164.0,0.0,5.0,7.0,7.0,9.0,7.0,8.0,7.0,7.0,4.0,5.0,3.0,1.0,164.0,4.193220934316819,172
165,beau,__beau____,__bo______,31.0,31.70000076,0.205400005,0.149100006,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.1,173
166,beaus,__beaus___,__boz_____,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,174
167,beck,__be_ck___,__bEk_____,135.0,36.70000076,0.496300012,0.47139999299999996,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,175
168,becks,__be_cks__,__bEks____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,176
169,bed,__be_d____,__bEd_____,665.0,62.5,0.7487000229999999,178.0,3782.0,675.0,405.0,316.0,272.0,221.0,195.0,187.0,168.0,144.0,108.0,91.0,66.0,23.0,3782.0,6.6,177
170,beds,__be_ds___,__bEdz____,300.0,53.59999847,0.8924000259999999,22.0,427.0,24.0,15.0,16.0,16.0,27.0,27.0,31.0,28.0,28.0,23.0,22.0,19.0,9.0,427.0,4.193220934316819,178
171,bee,__bee_____,__bi______,191.0,51.90000153,0.727599978,15.0,338.0,55.0,54.0,30.0,21.0,10.0,6.0,7.0,8.0,6.0,6.0,6.0,5.0,1.0,338.0,6.9,179
172,beech,__beech___,__biC_____,184.0,44.90000153,0.6866999859999999,3.0,70.0,0.0,0.0,1.0,1.0,5.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,0.0,70.0,3.4,180
173,beef,__beef____,__bif_____,1327.0,51.5,0.737900019,14.0,312.0,0.0,6.0,8.0,10.0,16.0,14.0,14.0,13.0,13.0,11.0,11.0,15.0,13.0,312.0,6.5,181
174,beefs,__beefs___,__bifs____,10.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,182
175,beep,__beep____,__bip_____,23.0,35.90000153,0.490799993,0.38650000100000004,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,183
176,beeps,__beeps___,__bips____,7.0,34.90000153,0.444599986,0.307599992,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.193220934316819,184
177,beer,__beer____,__bir_____,1618.0,50.59999847,0.5928999779999999,11.0,289.0,0.0,10.0,10.0,11.0,11.0,10.0,10.0,9.0,11.0,11.0,12.0,11.0,8.0,289.0,6.1,185
178,beers,__beers___,__birz____,304.0,35.0,0.358099997,0.31310001,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,186
179,bees,__bees____,__biz_____,110.0,52.40000153,0.494399995,17.0,501.0,51.0,54.0,29.0,23.0,18.0,17.0,15.0,14.0,12.0,11.0,9.0,8.0,6.0,501.0,4.193220934316819,187
180,beet,__beet____,__bit_____,111.0,41.40000153,0.641499996,1.0,34.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,34.0,4.8,188
181,beets,__beets___,__bits____,39.0,45.40000153,0.8133999709999999,3.0,70.0,6.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,0.0,70.0,4.193220934316819,189
182,beg,__be_g____,__bEg_____,67.0,49.29999924,0.652100027,8.0,197.0,5.0,9.0,15.0,15.0,12.0,12.0,11.0,9.0,9.0,6.0,4.0,2.0,0.0,197.0,3.7,190
183,begged,__be_gged_,__bEgd____,51.0,50.0,0.410100013,9.0,299.0,20.0,29.0,24.0,22.0,15.0,10.0,10.0,8.0,7.0,5.0,4.0,3.0,0.0,299.0,4.193220934316819,191
184,begs,__be_gs___,__bEgz____,46.0,37.20000076,0.583299994,0.519500017,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.193220934316819,192
185,beige,__beige___,__beZ_____,43.0,39.29999924,0.508899987,0.858299971,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.3,193
186,belch,__be_lch__,__bElC____,9.0,31.20000076,0.0,0.130600005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.6,194
187,bell,__be_ll___,__bEl_____,4691.0,57.70000076,0.845200002,58.0,1138.0,248.0,108.0,80.0,67.0,50.0,45.0,44.0,48.0,49.0,42.0,40.0,31.0,13.0,1138.0,6.6,195
188,belle,__be_lle__,__bEl_____,52.0,42.70000076,0.520600021,1.0,49.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,3.9,196
189,belles,__be_lles_,__bElz____,1.0,27.39999962,0.310000002,0.055399999000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,197
190,bells,__be_lls__,__bElz____,476.0,50.29999924,0.38929998899999996,10.0,338.0,8.0,16.0,21.0,22.0,16.0,14.0,12.0,11.0,12.0,7.0,7.0,5.0,2.0,338.0,4.193220934316819,198
191,belt,__be_lt___,__bElt____,987.0,55.20000076,0.932799995,32.0,601.0,38.0,33.0,31.0,34.0,42.0,40.0,37.0,37.0,33.0,27.0,27.0,27.0,12.0,601.0,6.5,199
192,belts,__be_lts__,__bElts___,314.0,49.79999924,0.853100002,9.0,188.0,7.0,3.0,2.0,5.0,9.0,9.0,9.0,11.0,11.0,13.0,15.0,14.0,5.0,188.0,4.193220934316819,200
193,bench,__be_nch__,__bEnC____,382.0,53.40000153,0.674300015,21.0,497.0,55.0,30.0,29.0,30.0,28.0,22.0,18.0,17.0,15.0,13.0,13.0,10.0,4.0,497.0,6.5,202
194,bend,__be_nd___,__bEnd____,320.0,53.70000076,0.826300025,23.0,472.0,22.0,35.0,29.0,27.0,24.0,23.0,20.0,18.0,17.0,14.0,15.0,15.0,5.0,472.0,3.9,203
195,bends,__be_nds__,__bEndz___,19.0,47.5,0.645399988,5.0,138.0,0.0,5.0,4.0,6.0,6.0,7.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,138.0,4.193220934316819,204
196,bent,__be_nt___,__bEnt____,299.0,56.40000153,0.8726999759999999,43.0,828.0,51.0,48.0,56.0,63.0,53.0,46.0,43.0,40.0,41.0,39.0,36.0,26.0,11.0,828.0,4.7,205
197,berg,__be_rg___,__b^rg____,207.0,37.5,0.342200011,0.560000002,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.193220934316819,206
198,bergs,__be_rgs__,__b^rgz___,0.0,25.10000038,0.0,0.032499999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,207
199,berth,__be_rth__,__b^rT____,27.0,39.0,0.486200005,0.796199977,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,208
200,berths,__be_rths_,__b^rTs___,27.0,36.20000076,0.47279998700000003,0.42010000299999994,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.193220934316819,209
201,best,__be_st___,__bEst____,11512.0,65.30000305,0.9825999740000001,341.0,5981.0,395.0,372.0,339.0,335.0,327.0,336.0,327.0,325.0,318.0,325.0,325.0,329.0,273.0,5981.0,2.7,210
202,bet,__be_t____,__bEt_____,1012.0,52.40000153,0.43669998600000004,17.0,504.0,99.0,75.0,44.0,32.0,18.0,11.0,8.0,6.0,5.0,3.0,4.0,3.0,1.0,504.0,3.1,211
203,bets,__be_ts___,__bEts____,350.0,40.5,0.589699984,1.0,28.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.193220934316819,213
204,bey,__bey_____,__be______,1.0,29.29999924,0.289900005,0.08510000300000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,214
205,bib,__bi_b____,__bIb_____,5.0,36.40000153,0.42750001,0.440400004,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.9,215
206,bibs,__bi_bs___,__bIbz____,2.0,34.40000153,0.3662,0.273900002,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.193220934316819,216
207,bid,__bi_d____,__bId_____,20125.0,47.5,0.781099975,5.0,117.0,0.0,1.0,2.0,2.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,117.0,3.4,217
208,bide,__bi_de___,__bAd_____,11.0,30.39999962,0.494800001,0.108400002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,218
209,bids,__bi_ds___,__bIdz____,3349.0,38.79999924,0.602900028,0.7508999709999999,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.193220934316819,219
210,bier,__bier____,__bir_____,2.0,33.09999847,0.310699999,0.204500005,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.193220934316819,220
211,biers,__biers___,__birz____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,221
212,biff,__bi_ff___,__bIf_____,12.0,39.40000153,0.270099998,0.880599976,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.193220934316819,222
213,big,__bi_g____,__bIg_____,28257.0,67.09999847,0.813499987,517.0,10359.0,2826.0,1342.0,969.0,831.0,599.0,498.0,435.0,391.0,342.0,262.0,224.0,169.0,85.0,10359.0,4.5,223
214,bike,__bi_ke___,__bAk_____,153.0,55.20000076,0.7994999890000001,33.0,675.0,173.0,87.0,59.0,49.0,32.0,25.0,23.0,21.0,17.0,11.0,8.0,4.0,1.0,675.0,6.8,226
215,bikes,__bi_kes__,__bAks____,92.0,48.70000076,0.718299985,7.0,162.0,24.0,19.0,9.0,10.0,8.0,7.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,162.0,4.193220934316819,227
216,bile,__bi_le___,__bAl_____,21.0,43.29999924,0.43830001399999996,2.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,75.0,3.6,228
217,biles,__bi_les__,__bAlz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,229
218,bilge,__bi_lge__,__bIlJ____,2.0,32.09999847,0.0,0.163200006,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.7,230
219,bilk,__bi_lk___,__bIlk____,15.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,231
220,bilked,__bi_lked_,__bIlkt___,48.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,232
221,bilks,__bi_lks__,__bIlks___,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,233
222,bill,__bi_ll___,__bIl_____,14420.0,60.5,0.869799972,113.0,2167.0,442.0,263.0,117.0,82.0,72.0,78.0,72.0,75.0,64.0,65.0,60.0,58.0,68.0,2167.0,5.4,234
223,bills,__bi_lls__,__bIlz____,5647.0,53.40000153,0.7307000159999999,21.0,483.0,29.0,25.0,13.0,19.0,13.0,11.0,12.0,14.0,17.0,17.0,20.0,21.0,29.0,483.0,4.193220934316819,235
224,bin,__bi_n____,__bIn_____,55.0,44.20000076,0.683300018,2.0,59.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,59.0,5.1,236
225,bind,__bi_nd___,__bAnd____,217.0,47.70000076,0.808600008,5.0,122.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,8.0,10.0,122.0,3.1,237
226,binds,__bi_nds__,__bAndz___,39.0,40.59999847,0.629400015,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,29.0,4.193220934316819,238
227,binge,__bi_nge__,__bInJ____,250.0,35.59999847,0.555999994,0.367000014,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.9,240
228,bins,__bi_ns___,__bInz____,49.0,42.70000076,0.719399989,1.0,41.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,41.0,4.193220934316819,241
229,birch,__bi_rch__,__b^rC____,104.0,49.20000076,0.7746999859999999,8.0,174.0,0.0,2.0,5.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,9.0,8.0,3.0,174.0,4.1,242
230,bird,__bi_rd___,__b^rd____,469.0,59.59999847,0.746100008,92.0,1962.0,540.0,167.0,118.0,103.0,87.0,91.0,85.0,91.0,88.0,75.0,64.0,50.0,10.0,1962.0,6.4,243
231,birds,__bi_rds__,__b^rdz___,358.0,60.79999924,0.709599972,121.0,2704.0,295.0,183.0,149.0,135.0,120.0,123.0,122.0,127.0,132.0,123.0,117.0,103.0,33.0,2704.0,4.193220934316819,244
232,birth,__bi_rth__,__b^rT____,993.0,56.90000153,0.866100013,49.0,954.0,0.0,6.0,13.0,16.0,32.0,41.0,44.0,45.0,49.0,56.0,60.0,65.0,85.0,954.0,5.1,245
233,births,__bi_rths_,__b^rTs___,179.0,44.20000076,0.609799981,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,67.0,4.193220934316819,246
234,bisque,__bi_sque_,__bIsk____,2.0,30.29999924,0.25630000199999997,0.10779999900000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,247
235,bit,__bi_t____,__bIt_____,3372.0,60.0,0.871500015,100.0,1923.0,117.0,139.0,143.0,152.0,135.0,122.0,110.0,102.0,94.0,77.0,65.0,51.0,23.0,1923.0,3.6,248
236,bitch,__bi_tch__,__bItC____,34.0,40.09999847,0.292400002,1.0,36.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,36.0,5.4,249
237,bite,__bi_te___,__bAt_____,399.0,53.40000153,0.763999999,21.0,461.0,54.0,46.0,43.0,37.0,26.0,22.0,20.0,18.0,17.0,11.0,11.0,9.0,4.0,461.0,5.2,250
238,bits,__bi_ts___,__bIts____,286.0,55.29999924,0.857500017,33.0,653.0,26.0,31.0,33.0,30.0,33.0,35.0,36.0,34.0,35.0,29.0,29.0,25.0,12.0,653.0,4.193220934316819,251
239,biz,__bi_z____,__bIz_____,43.0,27.70000076,0.31549999100000004,0.058800001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,252
240,blab,_bla_b____,_bl@b_____,0.0,29.29999924,0.289900005,0.08510000300000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,253
241,blabbed,_bla_bbed_,_bl@bd____,0.0,29.29999924,0.289900005,0.08510000300000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,254
242,blabs,_bla_bs___,_bl@bz____,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,255
243,black,_bla_ck___,_bl@k_____,9765.0,65.09999847,0.870000005,322.0,6168.0,261.0,293.0,309.0,323.0,375.0,348.0,365.0,357.0,357.0,317.0,293.0,267.0,208.0,6168.0,6.4,256
244,blade,_bla_de___,_bled_____,118.0,51.09999847,0.45629999,13.0,409.0,7.0,6.0,9.0,13.0,13.0,14.0,15.0,15.0,16.0,15.0,15.0,13.0,6.0,409.0,5.8,257
245,blades,_bla_des__,_bledz____,185.0,49.09999847,0.648599982,8.0,198.0,0.0,3.0,6.0,6.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,2.0,198.0,4.193220934316819,258
246,blah,_blah_____,_bla______,10.0,33.5,0.406500012,0.224099994,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.2,259
247,blame,_bla_me___,_blem_____,1432.0,52.29999924,0.950299978,16.0,304.0,8.0,16.0,15.0,16.0,13.0,11.0,10.0,10.0,12.0,12.0,14.0,16.0,13.0,304.0,2.7,260
248,blamed,_bla_med__,_blemd____,1463.0,48.0,0.7940999870000001,6.0,129.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,7.0,9.0,8.0,129.0,4.193220934316819,261
249,blames,_bla_mes__,_blemz____,306.0,34.0,0.493800014,0.253399998,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.193220934316819,262
250,blanch,_bla_nch__,_bl@nC____,17.0,27.79999924,0.239700004,0.059599999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,263
251,blanched,_bla_nched,_bl@nCt___,5.0,30.5,0.388200015,0.11169999800000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,264
252,bland,_bla_nd___,_bl@nd____,116.0,43.0,0.568700016,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,2.3,265
253,blank,_bla_nk___,_bl@nk____,250.0,51.90000153,0.788399994,15.0,319.0,0.0,7.0,10.0,10.0,13.0,12.0,12.0,11.0,14.0,16.0,18.0,18.0,7.0,319.0,3.7,266
254,blare,_bla_re___,_blEr_____,11.0,33.70000076,0.31549999100000004,0.23530000399999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.9,267
255,blared,_bla_red__,_blErd____,16.0,37.79999924,0.461600006,0.598699987,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.193220934316819,268
256,blares,_bla_res__,_blErz____,25.0,27.39999962,0.310000002,0.055399999000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,269
257,blast,_bla_st___,_bl@st____,276.0,50.40000153,0.803200006,11.0,225.0,2.0,11.0,13.0,13.0,13.0,12.0,12.0,11.0,10.0,10.0,10.0,7.0,3.0,225.0,4.8,270
