,word,ort,pho,wf,adjusted_wf
539,bumped,__bu_mped_,__b^mpt_,6.08,6.08
540,bumps,__bu_mps__,__b^mps_,3.47,3.47
541,bums,__bu_ms___,__b^mz__,3.73,3.73
542,bun,__bu_n____,__b^n___,2.88,2.88
543,bunch,__bu_nch__,__b^nC__,58.88,58.88
544,bung,__bu_ng___,__b^ng__,0.29,0.29
545,bunk,__bu_nk___,__b^nk__,6.27,6.27
546,bunks,__bu_nks__,__b^nks_,1.08,1.08
547,buns,__bu_ns___,__b^nz__,3.78,3.78
548,bunt,__bu_nt___,__b^nt__,0.8,0.8
549,bunts,__bu_nts__,__b^nts_,0.0,0.0
550,bur,__bu_r____,__b^r___,0.0,0.0
551,burl,__bu_rl___,__b^rl__,0.0,0.0
552,burls,__bu_rls__,__b^rlz_,0.0,0.0
553,burn,__bu_rn___,__b^rn__,55.22,55.22
554,burned,__bu_rned_,__b^rnd_,28.39,28.39
555,burns,__bu_rns__,__b^rnz_,23.14,23.14
556,burp,__bu_rp___,__b^rp__,1.29,1.29
557,burps,__bu_rps__,__b^rps_,0.41,0.41
558,burr,__bu_rr___,__b^r___,0.69,0.69
559,burrs,__bu_rrs__,__b^rz__,0.06,0.06
560,burs,__bu_rs___,__b^rz__,0.0,0.0
561,burst,__bu_rst__,__b^rst_,8.53,8.53
562,bus,__bu_s____,__b^s___,74.18,74.18
563,bush,__bu_sh___,__bUS___,14.12,14.12
564,buss,__bu_ss___,__b^s___,0.0,0.0
565,bust,__bu_st___,__b^st__,27.57,27.57
566,busts,__bu_sts__,__b^sts_,1.41,1.41
567,but,__bu_t____,__b^t___,4417.47,4417.47
568,butch,__bu_tch__,__b^tC__,6.43,6.43
569,butt,__bu_tt___,__b^t___,38.57,38.57
570,butts,__bu_tts__,__b^ts__,5.73,5.73
571,buy,__buy_____,__bA____,192.43,192.43
572,buys,__buys____,__bAz___,7.06,7.06
573,buzz,__bu_zz___,__b^z___,15.96,15.96
574,buzzed,__bu_zzed_,__b^zd__,0.94,0.94
575,by,__by______,__bA____,1340.47,1340.47
576,ca,__ca______,__ka____,2.14,2.14
577,cab,__ca_b____,__k@b___,35.8,35.8
578,cabs,__ca_bs___,__k@bz__,2.14,2.14
579,cache,__ca_che__,__k@S___,0.61,0.61
580,cad,__ca_d____,__k@d___,1.04,1.04
581,cadge,__ca_dge__,__k@J___,0.02,0.02
582,cads,__ca_ds___,__k@dz__,0.08,0.08
583,caff,__ca_ff___,__k@f___,0.02,0.02
584,cage,__ca_ge___,__keJ___,20.27,20.27
585,cake,__ca_ke___,__kek___,45.06,45.06
586,cakes,__ca_kes__,__keks__,5.71,5.71
587,calf,__ca_lf___,__k@lf__,2.96,2.96
588,call,__ca_ll___,__kal___,861.39,861.39
589,called,__ca_lled_,__kald__,340.02,340.02
590,calls,__ca_lls__,__kalz__,80.33,80.33
591,calm,__ca_lm___,__kalm__,89.04,89.04
592,calve,__ca_lve__,__k@lv__,0.0,0.0
593,calves,__ca_lves_,__k@lvz_,1.61,1.61
594,cam,__ca_m____,__k@m___,3.78,3.78
595,came,__ca_me___,__kem___,463.73,463.73
596,camp,__ca_mp___,__k@mp__,51.22,51.22
597,camps,__ca_mps__,__k@mps_,3.76,3.76
598,cams,__ca_ms___,__k@mz__,0.45,0.45
599,cane,__ca_ne___,__ken___,8.33,8.33
600,canes,__ca_nes__,__kenz__,0.43,0.43
601,cant,__ca_nt___,__k@nt__,2.33,2.33
602,cants,__ca_nts__,__k@nts_,0.0,0.0
603,cap,__ca_p____,__k@p___,18.75,18.75
604,cape,__ca_pe___,__kep___,8.24,8.24
605,capes,__ca_pes__,__keps__,0.31,0.31
606,caps,__ca_ps___,__k@ps__,2.96,2.96
607,car,__ca_r____,__kar___,483.06,483.06
608,card,__ca_rd___,__kard__,85.43,85.43
609,cards,__ca_rds__,__kardz_,48.02,48.02
610,care,__ca_re___,__kEr___,485.25,485.25
611,cared,__ca_red__,__kErd__,14.18,14.18
612,cares,__ca_res__,__kErz__,39.67,39.67
613,carp,__ca_rp___,__karp__,0.76,0.76
614,cars,__ca_rs___,__karz__,45.63,45.63
615,cart,__ca_rt___,__kart__,9.04,9.04
616,carts,__ca_rts__,__karts_,1.88,1.88
617,carve,__ca_rve__,__karv__,3.1,3.1
618,carved,__ca_rved_,__karvd_,3.86,3.86
619,carves,__ca_rves_,__karvz_,0.16,0.16
620,case,__ca_se___,__kes___,282.41,282.41
621,cash,__ca_sh___,__k@S___,72.43,72.43
622,cask,__ca_sk___,__k@sk__,0.12,0.12
623,casks,__ca_sks__,__k@sks_,0.16,0.16
624,casque,__ca_sque_,__k@sk__,0.0,0.0
625,cast,__ca_st___,__k@st__,23.14,11.57
626,cast,__ca_st___,__k@st__,23.14,11.57
627,caste,__ca_ste__,__k@st__,0.86,0.86
628,castes,__ca_stes_,__k@sts_,0.0,0.0
629,casts,__ca_sts__,__k@sts_,0.98,0.98
630,cat,__ca_t____,__k@t___,66.33,66.33
631,catch,__ca_tch__,__k@tC__,135.51,135.51
632,cats,__ca_ts___,__k@ts__,19.73,19.73
633,caught,__caught__,__kat___,93.94,93.94
634,caul,__caul____,__kal___,0.0,0.0
635,caulk,__caulk___,__kalk__,0.0,0.0
636,cause,__cause___,__kaz___,310.04,310.04
637,caused,__caused__,__kazd__,25.84,25.84
638,cave,__ca_ve___,__kev___,13.98,13.98
639,caves,__ca_ves__,__kevz__,3.96,3.96
640,caw,__caw_____,__ka____,0.37,0.37
641,cay,__cay_____,__ki____,0.0,0.0
642,cays,__cays____,__kiz___,0.0,0.0
643,cease,__cease___,__sis___,8.73,8.73
644,ceased,__ceased__,__sist__,1.33,1.33
645,cede,__ce_de___,__sid___,0.12,0.12
646,cell,__ce_ll___,__sEl___,54.35,54.35
647,cells,__ce_lls__,__sElz__,11.96,11.96
648,celt,__ce_lt___,__sElt__,0.0,0.0
649,celts,__ce_lts__,__sElts_,0.0,0.0
650,cense,__ce_nse__,__sEns__,0.0,0.0
651,cent,__ce_nt___,__sEnt__,9.47,9.47
652,cents,__ce_nts__,__sEnts_,21.84,21.84
653,cert,__ce_rt___,__s^rt__,0.06,0.06
654,chafe,_cha_fe___,__Cef___,0.25,0.25
655,chafed,_cha_fed__,__Ceft__,0.1,0.1
656,chafes,_cha_fes__,__Cefs__,0.12,0.12
657,chaff,_cha_ff___,__C@f___,0.22,0.22
658,chain,_chain____,__Cen___,21.22,21.22
659,chains,_chains___,__Cenz__,7.59,7.59
660,chair,_chair____,__CEr___,49.24,49.24
661,chairs,_chairs___,__CErz__,9.88,9.88
662,chaise,_chaise___,__Sez___,0.29,0.29
663,chalk,_cha_lk___,__Calk__,3.59,3.59
664,chalks,_cha_lks__,__Calks_,0.02,0.02
665,champ,_cha_mp___,__C@mp__,15.12,15.12
666,champs,_cha_mps__,__C@mps_,1.1,1.1
667,chance,_cha_nce__,__C@ns__,241.24,241.24
668,change,_cha_nge__,__CenJ__,240.35,240.35
669,chant,_cha_nt___,__C@nt__,2.27,2.27
670,chants,_cha_nts__,__C@nts_,0.65,0.65
671,chap,_cha_p____,__C@p___,6.35,6.35
672,chaps,_cha_ps___,__C@ps__,2.57,2.57
673,char,_cha_r____,__Car___,1.41,1.41
674,chard,_cha_rd___,__Card__,0.1,0.1
675,chards,_cha_rds__,__Cardz_,0.0,0.0
676,charge,_cha_rge__,__CarJ__,89.39,89.39
677,charm,_cha_rm___,__Carm__,15.57,15.57
678,charms,_cha_rms__,__Carmz_,3.39,3.39
679,charred,_cha_rred_,__Card__,0.75,0.75
680,chars,_cha_rs___,__Carz__,0.0,0.0
681,chart,_cha_rt___,__Cart__,9.47,9.47
682,charts,_cha_rts__,__Carts_,6.53,6.53
683,chase,_cha_se___,__Ces___,32.8,32.8
684,chaste,_cha_ste__,__Cest__,0.59,0.59
685,chat,_cha_t____,__C@t___,16.27,16.27
686,chats,_cha_ts___,__C@ts__,0.43,0.43
687,chaw,_chaw_____,__Ca____,0.2,0.2
688,chaws,_chaws____,__Caz___,0.0,0.0
689,cheap,_cheap____,__Cip___,36.24,36.24
690,cheat,_cheat____,__Cit___,17.67,17.67
691,cheats,_cheats___,__Cits__,2.14,2.14
692,check,_che_ck___,__CEk___,278.98,278.98
693,checked,_che_cked_,__CEkt__,46.71,46.71
694,checks,_che_cks__,__CEks__,14.88,14.88
695,cheek,_cheek____,__Cik___,7.16,7.16
696,cheeks,_cheeks___,__Ciks__,4.41,4.41
697,cheep,_cheep____,__Cip___,0.12,0.12
698,cheeps,_cheeps___,__Cips__,0.0,0.0
699,cheer,_cheer____,__Cir___,18.69,18.69
700,cheers,_cheers___,__Cirz__,22.71,22.71
701,cheese,_cheese___,__Ciz___,39.04,39.04
702,chef,_che_f____,__SEf___,11.88,11.88
703,chefs,_che_fs___,__SEfs__,1.02,1.02
704,chert,_che_rt___,__C^rt__,0.0,0.0
705,cherts,_che_rts__,__C^rts_,0.0,0.0
706,chess,_che_ss___,__CEs___,7.45,7.45
707,chest,_che_st___,__CEst__,40.98,40.98
708,chests,_che_sts__,__CEsts_,1.02,1.02
709,chew,_chew_____,__Cu____,9.06,9.06
710,chewed,_chewed___,__Cud___,2.47,2.47
711,chews,_chews____,__Cuz___,0.59,0.59
712,chi,_chi______,__kA____,7.1,7.1
713,chic,_chi_c____,__Sik___,2.33,2.33
714,chick,_chi_ck___,__CIk___,26.16,26.16
715,chicks,_chi_cks__,__CIks__,14.55,14.55
716,chide,_chi_de___,__CAd___,0.1,0.1
717,child,_chi_ld___,__CAld__,157.65,157.65
718,chill,_chi_ll___,__CIl___,16.24,16.24
719,chills,_chi_lls__,__CIlz__,1.92,1.92
720,chime,_chi_me___,__CAm___,0.92,0.92
721,chimes,_chi_mes__,__CAmz__,1.71,1.71
722,chimp,_chi_mp___,__CImp__,3.0,3.0
723,chimps,_chi_mps__,__CImps_,1.39,1.39
724,chin,_chi_n____,__CIn___,12.69,12.69
725,chine,_chi_ne___,__CAn___,0.08,0.08
726,chines,_chi_nes__,__CAnz__,0.0,0.0
727,chink,_chi_nk___,__CInk__,1.43,1.43
728,chinked,_chi_nked_,__CInkt_,0.02,0.02
729,chinks,_chi_nks__,__CInks_,0.0,0.0
730,chins,_chi_ns___,__CInz__,0.69,0.69
731,chip,_chi_p____,__CIp___,20.61,20.61
732,chips,_chi_ps___,__CIps__,16.24,16.24
733,chirp,_chi_rp___,__C^rp__,0.59,0.59
734,chirped,_chi_rped_,__C^rpt_,0.0,0.0
735,chirps,_chi_rps__,__C^rps_,0.18,0.18
736,chit,_chi_t____,__CIt___,0.27,0.27
737,chits,_chi_ts___,__CIts__,0.12,0.12
738,chive,_chi_ve___,__CAv___,0.0,0.0
739,chives,_chi_ves__,__CAvz__,0.29,0.29
740,choc,_cho_c____,__Cak___,0.08,0.08
741,chock,_cho_ck___,__Cak___,0.18,0.18
742,chocks,_cho_cks__,__Caks__,0.2,0.2
743,choice,_choice___,__COs___,97.55,97.55
744,choir,_choir____,_kwAr___,5.31,5.31
745,choirs,_choirs___,_kwArz__,0.37,0.37
746,choke,_cho_ke___,__Cok___,6.47,6.47
747,choked,_cho_ked__,__Cokt__,3.43,3.43
748,chokes,_cho_kes__,__Coks__,0.61,0.61
749,chomp,_cho_mp___,__Camp__,0.25,0.25
750,chomps,_cho_mps__,__Camps_,0.0,0.0
751,choose,_choose___,__Cuz___,48.06,48.06
752,chop,_cho_p____,__Cap___,13.61,13.61
753,chopped,_cho_pped_,__Capt__,4.55,4.55
754,chops,_cho_ps___,__Caps__,5.43,5.43
755,chord,_cho_rd___,__kord__,1.82,1.82
756,chords,_cho_rds__,__kordz_,1.51,1.51
757,chore,_cho_re___,__Cor___,1.0,1.0
758,chores,_cho_res__,__Corz__,4.2,4.2
759,chose,_cho_se___,__Coz___,18.67,18.67
760,chow,_chow_____,__CW____,6.86,6.86
761,chows,_chows____,__CWz___,0.14,0.14
762,christ,chri_st___,_krAst__,0.0,0.0
763,christs,chri_sts__,_krAsts_,0.0,0.0
764,chrome,chro_me___,_krom___,1.27,1.27
765,chromes,chro_mes__,_kromz__,0.0,0.0
766,chub,_chu_b____,__C^b___,0.25,0.25
767,chubs,_chu_bs___,__C^bz__,0.02,0.02
768,chuck,_chu_ck___,__C^k___,21.49,21.49
769,chucks,_chu_cks__,__C^ks__,0.24,0.24
770,chug,_chu_g____,__C^g___,2.33,2.33
771,chugged,_chu_gged_,__C^gd__,0.06,0.06
772,chugs,_chu_gs___,__C^gz__,0.04,0.04
773,chum,_chu_m____,__C^m___,3.06,3.06
774,chump,_chu_mp___,__C^mp__,4.1,4.1
775,chumps,_chu_mps__,__C^mps_,0.82,0.82
776,chums,_chu_ms___,__C^mz__,0.61,0.61
777,chunk,_chu_nk___,__C^nk__,4.14,4.14
778,chunks,_chu_nks__,__C^nks_,1.86,1.86
779,church,_chu_rch__,__C^rC__,69.67,69.67
780,churl,_chu_rl___,__C^rl__,0.02,0.02
781,churls,_chu_rls__,__C^rlz_,0.0,0.0
782,churn,_chu_rn___,__C^rn__,0.61,0.61
783,churned,_chu_rned_,__C^rnd_,0.35,0.35
784,churns,_chu_rns__,__C^rnz_,0.18,0.18
785,chute,_chu_te___,__Sut___,3.61,3.61
786,chutes,_chu_tes__,__Suts__,0.88,0.88
787,cinch,__ci_nch__,__sInC__,3.57,3.57
788,cirque,__ci_rque_,__s^rk__,0.8,0.8
789,cite,__ci_te___,__sAt___,0.94,0.94
790,cites,__ci_tes__,__sAts__,0.1,0.1
791,clad,_cla_d____,_kl@d___,0.2,0.2
792,claim,_claim____,_klem___,25.39,25.39
793,claims,_claims___,_klemz__,13.92,13.92
794,clam,_cla_m____,_kl@m___,3.92,3.92
795,clamp,_cla_mp___,_kl@mp__,6.86,6.86
796,clamped,_cla_mped_,_kl@mpt_,0.61,0.61
797,clamps,_cla_mps__,_kl@mps_,1.08,1.08
798,clams,_cla_ms___,_kl@mz__,2.71,2.71
799,clan,_cla_n____,_kl@n___,4.1,4.1
800,clang,_cla_ng___,_kl@ng__,0.84,0.84
801,clangs,_cla_ngs__,_kl@ngz_,0.24,0.24
802,clank,_cla_nk___,_kl@nk__,0.31,0.31
803,clanked,_cla_nked_,_kl@nkt_,0.04,0.04
804,clanks,_cla_nks__,_kl@nks_,0.24,0.24
805,clans,_cla_ns___,_kl@nz__,0.75,0.75
806,clap,_cla_p____,_kl@p___,4.73,4.73
807,clapped,_cla_pped_,_kl@pt__,0.51,0.51
808,claps,_cla_ps___,_kl@ps__,0.45,0.45
809,claque,_cla_que__,_kl@k___,0.04,0.04
810,clash,_cla_sh___,_kl@S___,1.33,1.33
811,clasp,_cla_sp___,_kl@sp__,1.02,1.02
812,clasped,_cla_sped_,_kl@spt_,0.12,0.12
813,clasps,_cla_sps__,_kl@sps_,0.0,0.0
814,class,_cla_ss___,_kl@s___,117.35,117.35
815,clause,_clause___,_klaz___,2.8,2.8
816,claw,_claw_____,_kla____,4.37,4.37
817,claws,_claws____,_klaz___,4.43,4.43
818,clay,_clay_____,_kle____,12.0,12.0
819,clays,_clays____,_klez___,0.0,0.0
820,clean,_clean____,_klin___,121.24,121.24
821,cleaned,_cleaned__,_klind__,17.78,17.78
822,cleans,_cleans___,_klinz__,2.39,2.39
823,cleanse,_cleanse__,_klEnz__,1.45,1.45
824,cleansed,_cleansed_,_klEnzd_,0.53,0.53
825,clear,_clear____,_klir___,171.82,171.82
826,cleat,_cleat____,_klit___,0.43,0.43
827,cleats,_cleats___,_klits__,0.41,0.41
828,cleave,_cleave___,_kliv___,0.2,0.2
829,cleaves,_cleaves__,_klivz__,0.92,0.92
830,clef,_cle_f____,_klEf___,0.12,0.12
831,cleft,_cle_ft___,_klEft__,0.59,0.59
832,clefts,_cle_fts__,_klEfts_,0.02,0.02
833,clench,_cle_nch__,_klEnC__,0.39,0.39
834,clenched,_cle_nched,_klEnCt_,0.43,0.43
835,clerk,_cle_rk___,_kl^rk__,12.9,12.9
836,clerks,_cle_rks__,_kl^rks_,1.8,1.8
837,click,_cli_ck___,_klIk___,6.41,6.41
838,clicked,_cli_cked_,_klIkt__,1.06,1.06
839,clicks,_cli_cks__,_klIks__,3.76,3.76
840,cliff,_cli_ff___,_klIf___,21.57,21.57
841,cliffs,_cli_ffs__,_klIfs__,2.18,2.18
842,climb,_cli_mb___,_klAm___,19.75,19.75
843,climbed,_cli_mbed_,_klAmd__,5.0,5.0
844,climbs,_cli_mbs__,_klImz__,1.02,1.02
845,clime,_cli_me___,_klAm___,0.12,0.12
846,climes,_cli_mes__,_klAmz__,0.2,0.2
847,clinch,_cli_nch__,_klInC__,0.67,0.67
848,clinched,_cli_nched,_klInCt_,0.18,0.18
849,cling,_cli_ng___,_klIng__,2.51,2.51
850,clings,_cli_ngs__,_klIngz_,0.45,0.45
851,clink,_cli_nk___,_klInk__,1.29,1.29
852,clinked,_cli_nked_,_klInkt_,0.02,0.02
853,clinks,_cli_nks__,_klInks_,0.08,0.08
854,clip,_cli_p____,_klIp___,5.69,5.69
855,clips,_cli_ps___,_klIps__,2.18,2.18
856,clique,_cli_que__,_klIk___,0.76,0.76
857,cliques,_cli_ques_,_klIks__,0.22,0.22
858,cloak,_cloak____,_klok___,3.0,3.0
859,cloaks,_cloaks___,_kloks__,0.14,0.14
860,clock,_clo_ck___,_klak___,58.63,58.63
861,clocks,_clo_cks__,_klaks__,2.84,2.84
862,clod,_clo_d____,_klad___,0.41,0.41
863,clods,_clo_ds___,_kladz__,0.14,0.14
864,clog,_clo_g____,_klag___,0.8,0.8
865,clogged,_clo_gged_,_klagd__,1.1,1.1
866,clogs,_clo_gs___,_klagz__,0.41,0.41
867,clone,_clo_ne___,_klon___,2.51,2.51
868,clones,_clo_nes__,_klonz__,0.88,0.88
869,clop,_clo_p____,_klap___,0.08,0.08
870,close,_clo_se___,_klos___,219.43,109.715
871,close,_clo_se___,_klos___,219.43,109.715
872,closed,_clo_sed__,_klozd__,54.08,27.04
873,closed,_clo_sed__,_klozd__,54.08,27.04
874,clot,_clo_t____,_klat___,1.8,1.8
875,cloth,_clo_th___,_klaT___,6.1,6.1
876,clothe,_clo_the__,_kloD___,0.82,0.82
877,clothed,_clo_thed_,_kloDd__,0.65,0.65
878,clothes,_clo_thes_,_kloDz__,101.14,101.14
879,cloths,_clo_ths__,_klaTs__,0.43,0.43
880,clots,_clo_ts___,_klats__,0.61,0.61
881,cloud,_cloud____,_klWd___,11.75,11.75
882,clouds,_clouds___,_klWdz__,10.02,10.02
883,clout,_clout____,_klWt___,0.94,0.94
884,clouts,_clouts___,_klWts__,0.04,0.04
885,clove,_clo_ve___,_klov___,0.51,0.51
886,clown,_clown____,_klWn___,15.82,15.82
887,clowns,_clowns___,_klWnz__,6.22,6.22
888,cloy,_cloy_____,_klO____,0.04,0.04
889,club,_clu_b____,_kl^b___,98.78,98.78
890,clubs,_clu_bs___,_kl^bz__,10.41,10.41
891,cluck,_clu_ck___,_kl^k___,1.43,1.43
892,clucks,_clu_cks__,_kl^ks__,0.12,0.12
893,clue,_clue_____,_klu____,17.61,17.61
894,clues,_clues____,_kluz___,6.27,6.27
895,clump,_clu_mp___,_kl^mp__,0.53,0.53
896,clumps,_clu_mps__,_kl^mps_,0.08,0.08
897,clung,_clu_ng___,_kl^ng__,0.47,0.47
898,clunk,_clu_nk___,_kl^nk__,0.63,0.63
899,clutch,_clu_tch__,_kl^tC__,2.49,2.49
900,clutched,_clu_tched,_kl^tCt_,0.27,0.27
901,coach,__coach___,__koC___,47.63,47.63
902,coal,__coal____,__kol___,6.57,6.57
903,coals,__coals___,__kolz__,0.94,0.94
904,coarse,__coarse__,__kors__,1.35,1.35
905,coast,__coast___,__kost__,26.69,26.69
906,coasts,__coasts__,__kosts_,0.35,0.35
907,coat,__coat____,__kot___,42.08,42.08
908,coats,__coats___,__kots__,5.88,5.88
909,coax,__coax____,__koks__,0.8,0.8
910,coaxed,__coaxed__,__kokst_,0.16,0.16
911,cob,__co_b____,__kab___,0.69,0.69
912,cobs,__co_bs___,__kabz__,0.04,0.04
913,cock,__co_ck___,__kak___,11.37,11.37
914,cocked,__co_cked_,__kakt__,0.82,0.82
915,cocks,__co_cks__,__kaks__,1.82,1.82
916,cod,__co_d____,__kad___,2.24,2.24
917,code,__co_de___,__kod___,53.12,53.12
918,codes,__co_des__,__kodz__,9.16,9.16
919,cods,__co_ds___,__kadz__,0.02,0.02
920,cog,__co_g____,__kag___,0.53,0.53
921,cogs,__co_gs___,__kagz__,0.37,0.37
922,coif,__coif____,__kOf___,0.06,0.06
923,coifs,__coifs___,__kOfs__,0.0,0.0
924,coil,__coil____,__kOl___,1.61,1.61
925,coils,__coils___,__kOlz__,0.92,0.92
926,coin,__coin____,__kOn___,9.75,9.75
927,coins,__coins___,__kOnz__,4.29,4.29
928,coir,__coir____,__kAr___,0.0,0.0
929,coke,__co_ke___,__kok___,0.0,0.0
930,cokes,__co_kes__,__koks__,0.0,0.0
931,cold,__co_ld___,__kold__,130.16,130.16
932,cole,__co_le___,__kol___,29.24,29.24
933,coles,__co_les__,__kolz__,0.0,0.0
934,colt,__co_lt___,__kolt__,5.24,5.24
935,colts,__co_lts__,__kolts_,0.51,0.51
936,comb,__co_mb___,__kom___,6.06,6.06
937,combs,__co_mbs__,__komz__,0.76,0.76
938,come,__co_me___,__k^m___,3140.98,3140.98
939,comes,__co_mes__,__k^mz__,228.55,228.55
940,con,__co_n____,__kan___,12.63,12.63
941,conch,__co_nch__,__kank__,0.39,0.39
942,conches,__co_nches,__kanks_,0.02,0.02
943,cone,__co_ne___,__kon___,2.92,2.92
944,cones,__co_nes__,__konz__,1.2,1.2
945,conk,__co_nk___,__kank__,0.41,0.41
946,conks,__co_nks__,__kanks_,0.1,0.1
947,cons,__co_ns___,__kanz__,2.2,2.2
948,coo,__coo_____,__ku____,0.69,0.69
949,cooed,__cooed___,__kud___,0.02,0.02
950,cook,__cook____,__kUk___,45.57,45.57
951,cooked,__cooked__,__kUkt__,9.51,9.51
952,cooks,__cooks___,__kUks__,3.76,3.76
953,cool,__cool____,__kul___,195.88,195.88
954,cooled,__cooled__,__kuld__,1.27,1.27
955,cools,__cools___,__kulz__,0.73,0.73
956,coon,__coon____,__kun___,1.25,1.25
957,coons,__coons___,__kunz__,0.51,0.51
958,coop,__coop____,__kup___,10.35,10.35
959,coops,__coops___,__kups__,0.02,0.02
960,coos,__coos____,__kuz___,0.1,0.1
961,coot,__coot____,__kut___,0.71,0.71
962,coots,__coots___,__kuts__,0.02,0.02
963,cop,__co_p____,__kap___,86.14,86.14
964,cope,__co_pe___,__kop___,3.25,3.25
965,coped,__co_ped__,__kopt__,0.1,0.1
966,copes,__co_pes__,__kops__,0.02,0.02
967,cops,__co_ps___,__kaps__,84.12,84.12
968,copse,__co_pse__,__kaps__,0.0,0.0
969,cord,__co_rd___,__kord__,7.02,7.02
970,cords,__co_rds__,__kordz_,1.69,1.69
971,core,__co_re___,__kor___,9.82,9.82
972,cores,__co_res__,__korz__,0.65,0.65
973,cork,__co_rk___,__kork__,2.86,2.86
974,corks,__co_rks__,__korks_,0.22,0.22
975,corm,__co_rm___,__korm__,0.0,0.0
976,corn,__co_rn___,__korn__,14.22,14.22
977,corns,__co_rns__,__kornz_,0.84,0.84
978,corps,__co_rps__,__kor___,10.88,5.44
979,corps,__co_rps__,__kor___,10.88,5.44
980,corpse,__co_rpse_,__korps_,10.1,10.1
981,corse,__co_rse__,__kors__,0.2,0.2
982,cos,__co_s____,__koz___,30.1,30.1
983,cost,__co_st___,__kast__,54.92,54.92
984,costs,__co_sts__,__kasts_,15.78,15.78
985,cot,__co_t____,__kat___,2.0,2.0
986,cote,__co_te___,__kot___,0.06,0.06
987,cotes,__co_tes__,__kots__,0.04,0.04
988,cots,__co_ts___,__kats__,0.63,0.63
989,couch,__couch___,__kWC___,23.47,23.47
990,cough,__cough___,__kaf___,8.78,8.78
991,coughed,__coughed_,__kaft__,0.59,0.59
992,coughs,__coughs__,__kafs__,3.02,3.02
993,could,__could___,__kUd___,1629.59,1629.59
994,count,__count___,__kWnt__,89.96,89.96
995,counts,__counts__,__kWnts_,13.55,13.55
996,coup,__coup____,__ku____,2.61,2.61
997,coupe,__coupe___,__kup___,0.61,0.61
998,coupes,__coupes__,__kups__,0.1,0.1
999,coups,__coups___,__kuz___,0.08,0.08
1000,course,__course__,__kors__,487.22,487.22
1001,court,__court___,__kort__,100.73,100.73
1002,courts,__courts__,__korts_,5.88,5.88
1003,cove,__co_ve___,__kov___,3.25,3.25
1004,coves,__co_ves__,__kovz__,0.04,0.04
1005,cow,__cow_____,__kW____,25.51,25.51
1006,cowl,__cowl____,__kWl___,0.1,0.1
1007,cowls,__cowls___,__kWlz__,0.0,0.0
1008,cows,__cows____,__kWz___,9.41,9.41
1009,cox,__co_x____,__kaks__,1.92,1.92
1010,coy,__coy_____,__kO____,1.73,1.73
1011,crab,_cra_b____,_kr@b___,6.9,6.9
1012,crabs,_cra_bs___,_kr@bz__,3.18,3.18
1013,crack,_cra_ck___,_kr@k___,32.84,32.84
1014,cracked,_cra_cked_,_kr@kt__,9.65,9.65
1015,cracks,_cra_cks__,_kr@ks__,4.92,4.92
1016,craft,_cra_ft___,_kr@ft__,5.67,5.67
1017,crafts,_cra_fts__,_kr@fts_,1.37,1.37
1018,crag,_cra_g____,_kr@g___,0.37,0.37
1019,crags,_cra_gs___,_kr@gz__,0.02,0.02
1020,crake,_cra_ke___,_krek___,0.0,0.0
1021,cram,_cra_m____,_kr@m___,1.51,1.51
1022,crammed,_cra_mmed_,_kr@md__,1.1,1.1
1023,cramp,_cra_mp___,_kr@mp__,2.8,2.8
1024,cramps,_cra_mps__,_kr@mps_,1.69,1.69
1025,crams,_cra_ms___,_kr@mz__,0.0,0.0
1026,crane,_cra_ne___,_kren___,33.61,33.61
1027,cranes,_cra_nes__,_krenz__,0.86,0.86
1028,crank,_cra_nk___,_kr@nk__,5.33,5.33
1029,cranks,_cra_nks__,_kr@nks_,0.22,0.22
1030,crap,_cra_p____,_kr@p___,61.78,61.78
1031,craps,_cra_ps___,_kr@ps__,3.04,3.04
1032,crash,_cra_sh___,_kr@S___,28.65,28.65
1033,crashed,_cra_shed_,_kr@St__,10.41,10.41
1034,crass,_cra_ss___,_kr@s___,0.71,0.71
1035,crate,_cra_te___,_kret___,4.1,4.1
1036,crates,_cra_tes__,_krets__,1.86,1.86
1037,crave,_cra_ve___,_krev___,2.08,2.08
1038,craved,_cra_ved__,_krevd__,0.31,0.31
1039,craves,_cra_ves__,_krevz__,0.45,0.45
1040,crawl,_crawl____,_kral___,12.04,12.04
1041,crawled,_crawled__,_krald__,3.96,3.96
1042,crawls,_crawls___,_kralz__,1.02,1.02
1043,craze,_cra_ze___,_krez___,1.02,1.02
1044,crazed,_cra_zed__,_krezd__,2.1,2.1
1045,creak,_creak____,_krik___,0.51,0.51
1046,creaked,_creaked__,_krikt__,0.04,0.04
1047,creaks,_creaks___,_kriks__,1.12,1.12
1048,cream,_cream____,_krim___,48.71,48.71
1049,creams,_creams___,_krimz__,0.67,0.67
1050,crease,_crease___,_kris___,1.35,1.35
1051,creche,_cre_che__,_krES___,0.0,0.0
1052,creed,_creed____,_krid___,2.53,2.53
1053,creeds,_creeds___,_kridz__,0.16,0.16
1054,creek,_creek____,_krik___,8.9,8.9
1055,creeks,_creeks___,_kriks__,0.18,0.18
1056,creel,_creel____,_kril___,0.08,0.08
1057,creep,_creep____,_krip___,11.24,11.24
1058,creeps,_creeps___,_krips__,6.41,6.41
1059,crepe,_cre_pe___,_krep___,0.82,0.82
1060,crepes,_cre_pes__,_kreps__,0.35,0.35
1061,crept,_cre_pt___,_krEpt__,1.14,1.14
1062,cress,_cre_ss___,_krEs___,0.02,0.02
